Designator,Mid X,Mid Y,Rotation,Layer
_13,157.559379,-58.487583,0.0,top
_12,276.62188,-58.487583,0.0,top
_11,62.309369,-58.487583,0.0,top
_10,5.804286,-72.13,0.0,top
_9,19.446869,-58.487583,0.0,top
_8,19.446869,-147.684913,0.0,top
_7,290.264463,-72.13,0.0,top
_6,5.804286,-134.042496,0.0,top
_5,169.534425,-147.684913,0.0,top
_4,290.264463,-134.042496,0.0,top
_3,181.509471,-58.487583,0.0,top
_2,276.62188,-147.684913,0.0,top
,57.546873,-147.684913,0.0,top
