Designator,Mid X,Mid Y,Rotation,Layer
_13,293.439454,-60.578125,0.0,top
_12,241.696867,-136.133037,0.0,top
_11,129.709314,-136.133037,0.0,top
_10,279.796871,-46.935708,0.0,top
_9,236.93437,-46.935708,0.0,top
_8,279.796871,-136.133037,0.0,top
_7,117.734269,-46.935708,0.0,top
_6,141.68436,-46.935708,0.0,top
_5,22.62186,-46.935708,0.0,top
_4,293.439454,-122.490621,0.0,top
_3,8.979277,-122.490621,0.0,top
_2,22.62186,-136.133037,0.0,top
,8.979277,-60.578125,0.0,top
