Designator,Mid X,Mid Y,Rotation,Layer
_4,149.22498,-115.09373,0.0,top
_3,149.22498,-84.93127,0.0,top
_2,119.062521,-84.931269,0.0,top
,119.06252,-115.093729,0.0,top
